保单文件名, 产品类型, 产品名称, 产品交费方式, 产品条款文字编码
{'file_name': 'e1f7512e-cec4-4c98-b9e7-ff083cba6ab1_TERMS'}, {'product_category': '旗舰版重大疾病保险'}, {'product_name': '条款友邦全佑至珍旗舰版重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2017]疾病保险024号'}
{'file_name': 'e20ef293-9e6e-4447-82a8-557a92610661_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '公司给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2015]疾病保险029号'}
{'file_name': 'e2b5f949-3e74-418b-8948-84b94ee716a1_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '安联附加超级随心长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2017]疾病保险026号'}
{'file_name': 'e38b7e5e-587b-4d2c-aff6-ebbde89dce40_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2013]疾病保险047号'}
{'file_name': 'e394af74-13aa-492a-b883-e7149753bbf5_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '我们按如下标准给付重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '阳光人寿[2014]疾病保险076号'}
{'file_name': 'e3c9231e-b315-48ee-b9ef-2f1a10306e27_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加安康天使提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'e43be5e3-9190-4474-9abb-c936bcef46e3_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '有限公司弘康贝健康少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '弘康人寿[2015]疾病保险066号'}
{'file_name': 'e4fbdae3-7fb9-4218-ba31-8f6ca937c7d3_TERMS'}, {'product_category': '向疾病保险'}, {'product_name': '主合同的累计保险费数额向疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'e50751ba-3102-4205-a7a5-8cc8dd31056c_TERMS'}, {'product_category': '宏福重大疾病保险条款'}, {'product_name': '中宏长保宏福重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中宏人寿[2016]疾病保险016号'}
{'file_name': 'e528196b-eb8f-4549-96d0-919ed250518c_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '人保寿险附加豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '人保寿险[2017]疾病保险042号'}
{'file_name': 'e528855e-4724-4acc-b3be-09992fa1a2b4_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '安联附加安康福瑞长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2013]重大疾病保险229号'}
{'file_name': 'e5390839-1920-44ab-85ed-025c1911ba45_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '中银三星圆福终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'e60597b6-330e-4a06-9412-0893dd3b1ceb_TERMS'}, {'product_category': '轻症疾病保险'}, {'product_name': '每种轻症疾病只给付一次轻症疾病保险'}, {'product_payment': '无'}, {'product_term': '天安人寿[2017]疾病保险030号'}
{'file_name': 'e6681d9b-e5ca-4aef-a190-17b66e1ee5d3_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '东吴附加定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '东吴人寿[2013]疾病保险021号'}
{'file_name': 'e6862fc5-24a6-40d1-bdcf-f32129a5629f_TERMS'}, {'product_category': '青少年重大疾病保险'}, {'product_name': '有限公司健康无忧青少年重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2017]疾病保险016号'}
{'file_name': 'e6d75945-c658-42e7-9ade-e1308b8f6ffb_TERMS'}, {'product_category': '无'}, {'product_name': '无'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'e7106a68-29e2-42a9-a1ac-a109bd76908e_TERMS'}, {'product_category': '青少年重大疾病保险'}, {'product_name': '健康无忧青少年重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险004号'}
{'file_name': 'e750cb64-c486-442f-88b5-bd5074c742f7_TERMS'}, {'product_category': '重大疾病保险条款条款'}, {'product_name': '有限公司幸福人生终身重大疾病保险条款条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'e76512a8-770a-4b52-b2e0-15248c4ded6b_TERMS'}, {'product_category': '无忧重大疾病保险条款'}, {'product_name': '富德生命安康无忧重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2016]疾病保险035号'}
{'file_name': 'e79ddbeb-ebee-4142-8d8b-8e2f9ba5f020_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加险合同保险金额给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平洋人寿[2009]疾病保险048号'}
{'file_name': 'e7c52f43-d246-4885-85d4-bde045310119_TERMS'}, {'product_category': '保重大疾病保险条款'}, {'product_name': '富德生命安心保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2016]疾病保险037号'}
{'file_name': 'e7d9496b-6589-4d63-99a3-8b1c2751967d_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '公司给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2015]疾病保险032号'}
{'file_name': 'e801372d-11bf-4415-bbc8-2b34e5468ff9_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '有限公司附加安康一生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '海尔保险[2011]疾病保险082号'}
{'file_name': 'e807f1a1-1b37-4068-b068-c64c7369be88_TERMS'}, {'product_category': '康健重大疾病保险条款'}, {'product_name': '招商信诺安享康健重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '招商信诺[2018]疾病保险001号'}
{'file_name': 'e81e6c23-b899-411a-8227-665de72aefcc_TERMS'}, {'product_category': '第三代重大疾病保险条款'}, {'product_name': '信诺附加康健无忧第三代重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '招商信诺[2017]疾病保险020号'}
{'file_name': 'e8624b6b-8e6b-466f-88c0-eaa75175ec25_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '有限公司附加乐宁少儿重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '海尔保险[2011]疾病保险035号'}
{'file_name': 'e869dbb0-a491-4c17-a286-75ee46fd87e0_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '生命附加福相随提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2016]疾病保险054号'}
{'file_name': 'e88f88d6-386a-4e4a-9b60-defdee05fb32_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加鸿康一生提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2013]疾病保险005号'}
{'file_name': 'e951e367-e31f-4a65-9434-3774965e618b_TERMS'}, {'product_category': '鑫康重大疾病保险条款'}, {'product_name': '附加鑫康重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '新华保险[2014]疾病保险029号'}
{'file_name': 'e975fa21-4e46-44cc-877c-d27e936830a3_TERMS'}, {'product_category': '之诺重大疾病保险条款'}, {'product_name': '招商信诺附加今生之诺重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '招商信诺[2013]疾病保险031号'}
{'file_name': 'e9a7b5ac-3b42-4a14-bf57-2b4678a13e96_TERMS'}, {'product_category': '双鑫重大疾病保险条款'}, {'product_name': '验证条款附加新福佑双鑫重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2016]疾病保险007号'}
{'file_name': 'e9d3f411-2947-457d-88c8-f93417726ded_TERMS'}, {'product_category': '版重大疾病保险'}, {'product_name': '中英人寿爱守护尊享版重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中英人寿[2017]疾病保险006号'}
{'file_name': 'e9db4007-8d17-4ed3-8401-182708ed0d43_TERMS'}, {'product_category': '保险费重大疾病保险条款'}, {'product_name': '附加投保人豁免保险费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '人保寿险[2016]疾病保险025号'}
{'file_name': 'ea37ba74-4feb-4327-bc3d-0959b54e0628_TERMS'}, {'product_category': '家传重大疾病保险条款'}, {'product_name': '光大永明附加至爱家传重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '永明人寿[2017]疾病保险96号'}
{'file_name': 'ea736a80-3e0c-43f0-a489-92f80195d332_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加真爱连连提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2012]疾病保险005号'}
{'file_name': 'eaaf923f-1f3a-47d0-be2d-74a3cd36c353_TERMS'}, {'product_category': '重大疾病保险条款条款'}, {'product_name': '股份有限公司幸福康乐重大疾病保险条款条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'eab286f3-7ced-4342-8e71-187c4b108ef6_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '公司按基本保险金额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安邦人寿[2010]疾病保险016号'}
{'file_name': 'eab842b2-b58c-4f54-925a-bc71e4f933f5_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '合同的已交保险费给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '太平人寿[2016]疾病保险056号'}
{'file_name': 'eaf79e3e-f39c-49ba-a2bb-68aa84fa74ef_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '款交银康联交银安康终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '交银康联[2017]疾病保险009号'}
{'file_name': 'eb256408-1f13-401e-9db4-b71cc84a6b72_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '终身重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '吉祥人寿[2013]疾病保险030号'}
{'file_name': 'eb29aec9-d3ba-4f25-8d21-0c91c50994e3_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '陆家嘴国泰附加美享人生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国泰人寿[2014]疾病保险076号'}
{'file_name': 'eb53568d-5c48-43af-9455-73c0f377a231_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '百年附加安康宝提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'eb58f8aa-2753-42ab-98fb-b8ef4d5dd12e_TERMS'}, {'product_category': '安康重大疾病保险'}, {'product_name': '渤海人寿附加恒顺安康重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '渤海人寿[2015]疾病保险002号'}
{'file_name': 'eb8dd578-f500-4207-837c-f7447e5faf91_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '额外给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '安邦人寿[2010]疾病保险059号'}
{'file_name': 'eba7dd0f-01e0-4a94-95c9-8a178e27a466_TERMS'}, {'product_category': '本合同重大疾病保险'}, {'product_name': '本合同重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '全球人寿[2016]疾病保险028号'}
{'file_name': 'ebcf992f-6410-45df-b091-2781c6bc1163_TERMS'}, {'product_category': '首次重大疾病保险'}, {'product_name': '我们给付首次重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'ebf4f88d-f861-4128-80f3-a564c77848fc_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '股份有限公司健康人生重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '华夏人寿[2015]疾病保险061号'}
{'file_name': 'ec45f2b5-867c-4558-8e0a-51ea8d279cc5_TERMS'}, {'product_category': '爱相随重大疾病保险'}, {'product_name': '验证条款中英人寿爱相随重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中英人寿[2016]疾病保险008号'}
{'file_name': 'ec4e35bb-632a-45ad-9007-600207034419_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '有限公司附加未来星少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2018]疾病保险002号'}
{'file_name': 'ec560c16-15ea-453c-8ab2-4960b2f50c25_TERMS'}, {'product_category': '一生重大疾病保险'}, {'product_name': '验证条款国华康运一生重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2016]疾病保险027号'}
{'file_name': 'ec5ece05-4362-4682-9408-1269275d9225_TERMS'}, {'product_category': '享福重大疾病保险'}, {'product_name': '平安附加乐享福重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2015]疾病保险022号'}
{'file_name': 'ec60cb93-98b7-4eec-8e1e-218c6d995791_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '合众定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'ece92a7c-312f-451f-909c-72f5fd9d6967_TERMS'}, {'product_category': '福康宝重大疾病保险条款'}, {'product_name': '查询验证条款君康福康宝重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君康人寿[2016]疾病保险078号'}
{'file_name': 'ed50ca62-bc39-404d-b003-76d82ad5b18e_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '百年康裕提前给付终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险100号'}
{'file_name': 'ed519a15-6b1a-488b-99e4-c719ca766468_TERMS'}, {'product_category': '万事兴重大疾病保险条款'}, {'product_name': '验证条款嘉禾附加万事兴重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '农银人寿[2012]疾病保险092号'}
{'file_name': 'ed698752-0232-469c-b35e-a57bb215cc60_TERMS'}, {'product_category': '相伴重大疾病保险条款'}, {'product_name': '验证条款附加福康相伴重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2015]疾病保险005号'}
{'file_name': 'edc6f44b-5372-4317-8257-528319062394_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '天安人寿爱立方终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2017]疾病保险052号'}
{'file_name': 'ede1076b-3e2f-4993-b253-c4eb38f9d735_TERMS'}, {'product_category': '少儿重大疾病保险'}, {'product_name': '平安保宝福一年期少儿重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平安人寿[2017]疾病保险061号'}
